"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2021,2,"DL","Delta Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2640.00,203.00,48.78,14.87,78.04,1.00,60.32,26.00,4.00,10816.00,4061.00,1038.00,2415.00,33.00,3269.00,
2021,2,"DL","Delta Air Lines Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",84.00,10.00,6.67,0.00,2.33,0.00,1.00,0.00,0.00,423.00,234.00,0.00,61.00,0.00,128.00,
2021,2,"DL","Delta Air Lines Inc.","EGE","Eagle, CO: Eagle County Regional",28.00,6.00,1.65,0.00,4.35,0.00,0.00,0.00,0.00,237.00,65.00,0.00,172.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","ELP","El Paso, TX: El Paso International",28.00,8.00,3.25,0.95,3.36,0.00,0.43,0.00,0.00,488.00,149.00,154.00,162.00,0.00,23.00,
2021,2,"DL","Delta Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",238.00,13.00,6.35,0.00,4.54,0.00,2.12,9.00,1.00,608.00,237.00,0.00,208.00,0.00,163.00,
2021,2,"DL","Delta Air Lines Inc.","EYW","Key West, FL: Key West International",112.00,12.00,6.88,0.00,3.55,0.00,1.56,0.00,0.00,620.00,474.00,0.00,98.00,0.00,48.00,
2021,2,"DL","Delta Air Lines Inc.","FAR","Fargo, ND: Hector International",28.00,5.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,190.00,74.00,0.00,69.00,0.00,47.00,
2021,2,"DL","Delta Air Lines Inc.","FCA","Kalispell, MT: Glacier Park International",28.00,4.00,0.99,0.00,2.34,0.00,0.67,0.00,0.00,226.00,154.00,0.00,62.00,0.00,10.00,
2021,2,"DL","Delta Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",916.00,128.00,42.77,4.37,73.34,0.00,7.53,19.00,0.00,5431.00,2283.00,381.00,2339.00,0.00,428.00,
2021,2,"DL","Delta Air Lines Inc.","GEG","Spokane, WA: Spokane International",115.00,28.00,9.82,0.46,10.26,0.00,7.46,0.00,0.00,1617.00,901.00,11.00,287.00,0.00,418.00,
2021,2,"DL","Delta Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",112.00,10.00,2.83,1.29,5.08,0.00,0.81,0.00,1.00,431.00,197.00,48.00,173.00,0.00,13.00,
2021,2,"DL","Delta Air Lines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",50.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,88.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",198.00,32.00,14.54,3.80,8.65,0.00,5.02,0.00,0.00,2288.00,1431.00,328.00,272.00,0.00,257.00,
2021,2,"DL","Delta Air Lines Inc.","HOU","Houston, TX: William P Hobby",54.00,4.00,1.65,0.00,0.31,0.00,2.04,6.00,0.00,126.00,45.00,0.00,11.00,0.00,70.00,
2021,2,"DL","Delta Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",136.00,8.00,3.15,1.90,2.07,0.00,0.87,4.00,0.00,374.00,200.00,61.00,49.00,0.00,64.00,
2021,2,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",284.00,32.00,17.53,1.83,10.29,0.95,1.40,29.00,0.00,3327.00,2256.00,612.00,297.00,95.00,67.00,
2021,2,"DL","Delta Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",154.00,9.00,3.35,0.00,3.20,0.00,2.45,0.00,0.00,349.00,113.00,0.00,134.00,0.00,102.00,
2021,2,"DL","Delta Air Lines Inc.","JAC","Jackson, WY: Jackson Hole",124.00,39.00,11.57,8.38,15.15,0.00,3.90,4.00,4.00,4030.00,632.00,2154.00,857.00,0.00,387.00,
2021,2,"DL","Delta Air Lines Inc.","JAX","Jacksonville, FL: Jacksonville International",260.00,24.00,10.62,2.00,10.75,0.00,0.63,0.00,2.00,1139.00,721.00,51.00,357.00,0.00,10.00,
2021,2,"DL","Delta Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",1217.00,110.00,42.47,7.99,29.90,2.00,27.64,89.00,4.00,15692.00,5740.00,5151.00,2057.00,61.00,2683.00,
2021,2,"DL","Delta Air Lines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",51.00,8.00,2.99,0.46,0.99,0.00,3.56,1.00,0.00,533.00,163.00,12.00,24.00,0.00,334.00,
2021,2,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",754.00,87.00,18.78,3.92,53.85,0.90,9.56,3.00,3.00,3262.00,898.00,323.00,1541.00,60.00,440.00,
2021,2,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",1684.00,208.00,55.52,14.91,119.03,1.75,16.79,29.00,2.00,12393.00,5149.00,2168.00,3712.00,73.00,1291.00,
2021,2,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",848.00,65.00,21.08,11.47,18.29,0.00,14.16,53.00,3.00,5820.00,1397.00,2898.00,857.00,0.00,668.00,
2021,2,"DL","Delta Air Lines Inc.","LIH","Lihue, HI: Lihue Airport",40.00,7.00,1.58,0.34,1.45,0.00,3.63,0.00,0.00,456.00,128.00,65.00,38.00,0.00,225.00,
2021,2,"DL","Delta Air Lines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",28.00,4.00,2.94,0.99,0.07,0.00,0.00,3.00,0.00,822.00,63.00,750.00,9.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",196.00,21.00,10.42,0.00,8.11,0.00,2.48,0.00,0.00,845.00,577.00,0.00,180.00,0.00,88.00,
2021,2,"DL","Delta Air Lines Inc.","MCO","Orlando, FL: Orlando International",1264.00,144.00,47.58,6.58,76.34,0.00,13.49,20.00,3.00,6835.00,2699.00,804.00,2703.00,0.00,629.00,
2021,2,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",190.00,19.00,9.62,1.00,6.36,0.00,2.02,32.00,0.00,2584.00,1568.00,439.00,504.00,0.00,73.00,
2021,2,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",642.00,76.00,23.92,1.84,41.00,2.00,7.24,19.00,0.00,3633.00,1463.00,123.00,1430.00,90.00,527.00,
2021,2,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell International",126.00,5.00,3.88,0.00,0.86,0.00,0.26,0.00,0.00,310.00,279.00,0.00,21.00,0.00,10.00,
2021,2,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",106.00,6.00,4.10,0.00,1.00,0.00,0.90,0.00,0.00,204.00,127.00,0.00,49.00,0.00,28.00,
2021,2,"DL","Delta Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",2762.00,234.00,77.45,15.60,80.71,0.00,60.24,21.00,2.00,17957.00,9338.00,1926.00,2622.00,0.00,4071.00,
2021,2,"DL","Delta Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",298.00,24.00,5.09,1.56,14.65,0.00,2.70,0.00,0.00,672.00,138.00,57.00,420.00,0.00,57.00,
2021,2,"DL","Delta Air Lines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","OGG","Kahului, HI: Kahului Airport",89.00,12.00,4.81,1.43,4.61,1.00,0.15,1.00,0.00,1727.00,1424.00,108.00,141.00,47.00,7.00,
2021,2,"DL","Delta Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",48.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,56.00,56.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",28.00,4.00,0.52,0.00,3.00,0.00,0.48,0.00,0.00,85.00,13.00,0.00,60.00,0.00,12.00,
2021,2,"DL","Delta Air Lines Inc.","ONT","Ontario, CA: Ontario International",98.00,8.00,5.30,0.00,2.70,0.00,0.00,0.00,0.00,567.00,491.00,0.00,76.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",252.00,38.00,10.65,3.45,18.27,0.00,5.64,0.00,0.00,3549.00,650.00,696.00,1753.00,0.00,450.00,
2021,2,"DL","Delta Air Lines Inc.","ORF","Norfolk, VA: Norfolk International",210.00,18.00,8.30,0.94,3.76,0.00,5.00,0.00,1.00,875.00,433.00,161.00,129.00,0.00,152.00,
2021,2,"DL","Delta Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",352.00,40.00,10.76,1.18,25.26,0.00,2.79,6.00,0.00,1612.00,660.00,54.00,820.00,0.00,78.00,
2021,2,"DL","Delta Air Lines Inc.","PDX","Portland, OR: Portland International",266.00,53.00,11.63,3.99,35.42,0.00,1.96,2.00,0.00,1896.00,490.00,267.00,1079.00,0.00,60.00,
2021,2,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",210.00,16.00,7.78,0.00,4.22,0.00,4.00,0.00,0.00,579.00,274.00,0.00,94.00,0.00,211.00,
2021,2,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",740.00,133.00,44.98,3.87,76.90,0.96,6.29,2.00,0.00,7061.00,3923.00,306.00,2383.00,97.00,352.00,
2021,2,"DL","Delta Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",126.00,6.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,200.00,147.00,0.00,16.00,37.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","PNS","Pensacola, FL: Pensacola International",154.00,10.00,5.36,0.00,2.83,0.00,1.81,0.00,2.00,782.00,650.00,0.00,60.00,0.00,72.00,
2021,2,"DL","Delta Air Lines Inc.","PSP","Palm Springs, CA: Palm Springs International",68.00,13.00,3.55,0.00,7.68,0.00,1.77,0.00,1.00,457.00,160.00,0.00,226.00,0.00,71.00,
2021,2,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",28.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",456.00,12.00,10.00,1.00,0.00,0.00,1.00,0.00,0.00,1634.00,1596.00,18.00,0.00,0.00,20.00,
2021,2,"DL","Delta Air Lines Inc.","RIC","Richmond, VA: Richmond International",154.00,14.00,4.56,4.00,2.37,0.00,3.07,6.00,0.00,584.00,207.00,239.00,68.00,0.00,70.00,
2021,2,"DL","Delta Air Lines Inc.","RNO","Reno, NV: Reno/Tahoe International",16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","ROC","Rochester, NY: Greater Rochester International",28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",742.00,108.00,34.55,4.96,53.68,0.00,14.81,9.00,3.00,6050.00,2427.00,653.00,1989.00,0.00,981.00,
2021,2,"DL","Delta Air Lines Inc.","SAN","San Diego, CA: San Diego International",408.00,44.00,13.10,2.40,24.02,0.00,4.48,3.00,1.00,1509.00,558.00,146.00,611.00,0.00,194.00,
2021,2,"DL","Delta Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",134.00,12.00,4.09,1.00,5.92,0.00,0.99,24.00,0.00,406.00,184.00,18.00,169.00,0.00,35.00,
2021,2,"DL","Delta Air Lines Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",84.00,5.00,3.97,1.00,0.03,0.00,0.00,0.00,1.00,320.00,285.00,33.00,2.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",84.00,9.00,4.00,2.99,2.01,0.00,0.00,1.00,0.00,2131.00,278.00,1787.00,66.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1389.00,170.00,41.14,8.65,96.87,0.00,23.34,13.00,4.00,10864.00,4320.00,1400.00,2920.00,0.00,2224.00,
2021,2,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",456.00,63.00,19.81,1.90,35.03,1.00,5.26,7.00,0.00,2559.00,1116.00,118.00,1060.00,20.00,245.00,
2021,2,"DL","Delta Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",28.00,1.00,0.77,0.00,0.23,0.00,0.00,0.00,0.00,47.00,36.00,0.00,11.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",176.00,28.00,9.98,1.79,16.23,0.00,0.00,7.00,0.00,1262.00,440.00,189.00,633.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",3003.00,372.00,96.88,27.15,183.68,0.00,64.29,46.00,3.00,26927.00,11412.00,4124.00,6047.00,0.00,5344.00,
2021,2,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",210.00,41.00,18.01,1.74,19.97,0.00,1.28,0.00,0.00,2061.00,1225.00,106.00,648.00,0.00,82.00,
2021,2,"DL","Delta Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",176.00,16.00,3.55,0.00,10.46,0.00,1.99,0.00,0.00,383.00,92.00,0.00,215.00,0.00,76.00,
2021,2,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",224.00,44.00,8.73,2.69,31.47,0.00,1.11,0.00,0.00,1637.00,347.00,214.00,1048.00,0.00,28.00,
2021,2,"DL","Delta Air Lines Inc.","STL","St. Louis, MO: St Louis Lambert International",154.00,24.00,11.79,0.99,9.28,0.00,1.94,0.00,0.00,2160.00,684.00,528.00,859.00,0.00,89.00,
2021,2,"DL","Delta Air Lines Inc.","STT","Charlotte Amalie, VI: Cyril E King",118.00,11.00,4.86,0.35,5.79,0.00,0.00,1.00,0.00,509.00,364.00,9.00,136.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","STX","Christiansted, VI: Henry E. Rohlsen",20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",28.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","TLH","Tallahassee, FL: Tallahassee International",28.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,60.00,15.00,45.00,0.00,0.00,0.00,
2021,2,"DL","Delta Air Lines Inc.","TPA","Tampa, FL: Tampa International",963.00,136.00,37.89,6.72,85.69,0.00,5.69,16.00,1.00,5565.00,2022.00,443.00,2765.00,0.00,335.00,
2021,2,"DL","Delta Air Lines Inc.","TUS","Tucson, AZ: Tucson International",112.00,12.00,2.96,0.85,4.37,1.00,2.81,0.00,0.00,537.00,134.00,79.00,200.00,37.00,87.00,
2021,2,"DL","Delta Air Lines Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",30.00,2.00,0.58,0.00,0.04,0.00,1.38,0.00,0.00,65.00,14.00,0.00,1.00,0.00,50.00,
2021,2,"F9","Frontier Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,66.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","ALB","Albany, NY: Albany International",12.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,230.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",165.00,22.00,9.25,0.56,7.83,0.00,4.35,2.00,0.00,1309.00,597.00,27.00,326.00,0.00,359.00,
2021,2,"F9","Frontier Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",42.00,4.00,0.47,1.00,1.53,0.00,1.00,8.00,0.00,213.00,7.00,166.00,24.00,0.00,16.00,
2021,2,"F9","Frontier Airlines Inc.","BDL","Hartford, CT: Bradley International",13.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,153.00,0.00,0.00,0.00,0.00,153.00,
2021,2,"F9","Frontier Airlines Inc.","BIL","Billings, MT: Billings Logan International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","BNA","Nashville, TN: Nashville International",32.00,4.00,0.00,1.58,2.10,0.00,0.32,1.00,0.00,209.00,0.00,112.00,87.00,0.00,10.00,
2021,2,"F9","Frontier Airlines Inc.","BOS","Boston, MA: Logan International",41.00,4.00,2.64,0.00,1.36,0.00,0.00,0.00,0.00,148.00,108.00,0.00,40.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","BTV","Burlington, VT: Burlington International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",37.00,6.00,4.90,0.03,1.08,0.00,0.00,0.00,0.00,219.00,178.00,1.00,40.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",33.00,5.00,3.02,0.00,0.86,0.00,1.12,0.00,1.00,551.00,356.00,0.00,76.00,0.00,119.00,
2021,2,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",9.00,2.00,0.38,0.00,1.63,0.00,0.00,0.00,0.00,31.00,6.00,0.00,25.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",4.00,1.00,0.00,0.00,0.88,0.00,0.13,0.00,0.00,40.00,0.00,0.00,35.00,0.00,5.00,
2021,2,"F9","Frontier Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",176.00,14.00,3.39,0.28,6.27,0.00,4.06,0.00,0.00,521.00,142.00,12.00,195.00,0.00,172.00,
2021,2,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",43.00,12.00,2.15,1.49,6.15,0.00,2.21,0.00,0.00,496.00,74.00,45.00,184.00,0.00,193.00,
2021,2,"F9","Frontier Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",16.00,2.00,0.08,0.00,0.13,0.00,1.79,0.00,0.00,74.00,2.00,0.00,3.00,0.00,69.00,
2021,2,"F9","Frontier Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",48.00,3.00,1.00,0.94,1.06,0.00,0.00,0.00,0.00,71.00,17.00,17.00,37.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",126.00,12.00,3.21,1.00,4.93,0.00,2.86,1.00,0.00,550.00,127.00,36.00,163.00,0.00,224.00,
2021,2,"F9","Frontier Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",56.00,6.00,1.00,1.33,3.67,0.00,0.00,0.00,0.00,218.00,29.00,55.00,134.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1191.00,201.00,45.02,7.86,83.26,0.00,64.85,24.00,1.00,11806.00,2165.00,589.00,2724.00,0.00,6328.00,
2021,2,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",90.00,24.00,4.57,0.55,15.90,0.00,2.97,4.00,0.00,1557.00,256.00,31.00,700.00,0.00,570.00,
2021,2,"F9","Frontier Airlines Inc.","DSM","Des Moines, IA: Des Moines International",18.00,3.00,1.18,0.00,1.43,0.00,0.39,0.00,0.00,231.00,141.00,0.00,72.00,0.00,18.00,
2021,2,"F9","Frontier Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",35.00,4.00,2.74,0.00,1.26,0.00,0.00,0.00,0.00,134.00,103.00,0.00,31.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","ELP","El Paso, TX: El Paso International",8.00,1.00,0.00,0.39,0.00,0.00,0.61,0.00,0.00,199.00,0.00,77.00,0.00,0.00,122.00,
2021,2,"F9","Frontier Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",65.00,3.00,0.15,0.00,1.31,0.00,1.54,1.00,0.00,149.00,9.00,0.00,60.00,0.00,80.00,
2021,2,"F9","Frontier Airlines Inc.","FAR","Fargo, ND: Hector International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",8.00,2.00,1.14,0.00,0.01,0.00,0.85,0.00,0.00,124.00,89.00,0.00,1.00,0.00,34.00,
2021,2,"F9","Frontier Airlines Inc.","GEG","Spokane, WA: Spokane International",12.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,128.00,110.00,0.00,18.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",42.00,5.00,2.50,0.00,1.61,0.00,0.89,0.00,1.00,440.00,120.00,0.00,74.00,0.00,246.00,
2021,2,"F9","Frontier Airlines Inc.","HRL","Harlingen/San Benito, TX: Valley International",4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,97.00,97.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","IAD","Washington, DC: Washington Dulles International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",78.00,9.00,2.33,1.61,5.06,0.00,0.00,8.00,0.00,409.00,177.00,102.00,130.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","ILG","Wilmington, DE: New Castle",8.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",27.00,3.00,1.04,0.00,1.00,0.00,0.96,0.00,0.00,196.00,101.00,0.00,16.00,0.00,79.00,
2021,2,"F9","Frontier Airlines Inc.","ISP","Islip, NY: Long Island MacArthur",74.00,13.00,5.04,0.40,2.90,0.00,4.67,0.00,0.00,740.00,384.00,10.00,109.00,0.00,237.00,
2021,2,"F9","Frontier Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",6.00,2.00,0.05,0.00,0.95,0.00,1.00,0.00,0.00,207.00,2.00,0.00,35.00,0.00,170.00,
2021,2,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",536.00,67.00,21.35,6.33,27.59,0.00,11.74,8.00,0.00,4276.00,1515.00,580.00,964.00,0.00,1217.00,
2021,2,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",70.00,10.00,5.76,2.08,1.40,0.00,0.77,0.00,0.00,584.00,371.00,86.00,50.00,0.00,77.00,
2021,2,"F9","Frontier Airlines Inc.","LGA","New York, NY: LaGuardia",66.00,3.00,1.74,0.00,1.26,0.00,0.00,3.00,0.00,101.00,75.00,0.00,26.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","MCI","Kansas City, MO: Kansas City International",24.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","MCO","Orlando, FL: Orlando International",949.00,222.00,55.66,7.95,122.36,0.00,36.03,13.00,0.00,11452.00,2544.00,944.00,4970.00,0.00,2994.00,
2021,2,"F9","Frontier Airlines Inc.","MDT","Harrisburg, PA: Harrisburg International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","MEM","Memphis, TN: Memphis International",19.00,3.00,1.00,0.07,1.00,0.00,0.93,3.00,0.00,459.00,254.00,13.00,16.00,0.00,176.00,
2021,2,"F9","Frontier Airlines Inc.","MIA","Miami, FL: Miami International",264.00,58.00,14.83,1.99,30.68,0.00,10.50,3.00,0.00,4558.00,1549.00,204.00,1399.00,0.00,1406.00,
2021,2,"F9","Frontier Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",68.00,4.00,2.55,0.00,1.09,0.00,0.36,0.00,0.00,183.00,137.00,0.00,23.00,0.00,23.00,
2021,2,"F9","Frontier Airlines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,2,"F9","Frontier Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",24.00,3.00,0.55,0.00,0.71,0.00,1.74,0.00,0.00,75.00,10.00,0.00,14.00,0.00,51.00,
2021,2,"F9","Frontier Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",26.00,9.00,3.35,1.82,2.83,0.00,1.00,0.00,0.00,1015.00,530.00,162.00,139.00,0.00,184.00,
